Tenant Name,City,Property Type,BHK,Size (Sq.Ft),Furnishing,Rent (₹/month),Property Age (yrs),Contact No.,Email ID,Availability Date
Anahi Wagle,Jaipur,Studio,1,1528,Unfurnished,60056,16,9034432680,anahiwagle@gmail.com,12-10-25
Biju Upadhyay,Kolkata,Apartment,5,1722,Furnished,49903,20,9152285429,bijuupadhyay@gmail.com,31-12-25
Nirvi Wason,Bangalore,Apartment,1,751,Semi-Furnished,25685,6,9187872206,nirviwason@gmail.com,12-11-25
Khushi Dave,Bangalore,Villa,1,1953,Unfurnished,128844,15,9854393638,khushidave@gmail.com,04-11-25
Sahil Basak,Kolkata,Apartment,3,2409,Semi-Furnished,48016,13,9817383717,sahilbasak@gmail.com,05-11-25
Farhan Brahmbhatt,Hyderabad,Studio,4,2158,Semi-Furnished,104051,19,9822541908,farhanbrahmbhatt@gmail.com,08-10-25
Vaibhav Sidhu,Kolkata,Villa,3,1812,Unfurnished,63921,1,9013267219,vaibhavsidhu@gmail.com,21-10-25
Miraya Ganesan,Jaipur,Studio,2,1191,Unfurnished,16372,15,9972570803,mirayaganesan@gmail.com,09-10-25
Chirag Mangal,Chennai,Studio,2,1210,Furnished,60241,8,9482552717,chiragmangal@gmail.com,26-11-25
Neysa Bhatt,Chennai,Villa,5,1718,Furnished,64442,12,9024046726,neysabhatt@gmail.com,24-12-25
Misha Zacharia,Hyderabad,Villa,4,1196,Semi-Furnished,31785,10,9227226152,mishazacharia@gmail.com,08-12-25
Nitara Sridhar,Hyderabad,Villa,5,1526,Semi-Furnished,44615,4,9450051844,nitarasridhar@gmail.com,22-10-25
Dhruv Chaudhari,Hyderabad,Studio,5,1502,Unfurnished,54082,8,9385838073,dhruvchaudhari@gmail.com,04-11-25
Kanav Bhardwaj,Delhi,Villa,3,2071,Unfurnished,99175,15,9642171803,kanavbhardwaj@gmail.com,15-12-25
Nishith Walla,Bangalore,Apartment,2,1132,Furnished,34416,2,9880784667,nishithwalla@gmail.com,25-11-25
Ishaan Sandhu,Kolkata,Apartment,4,1870,Furnished,55365,4,9706034247,ishaansandhu@gmail.com,27-12-25
Jayesh Wable,Nagpur,Independent,2,1470,Semi-Furnished,54514,6,9387003270,jayeshwable@gmail.com,23-10-25
Vihaan Chawla,Hyderabad,Apartment,2,888,Furnished,22590,6,9500634744,vihaanchawla@gmail.com,28-10-25
Vivaan Shukla,Indore,Independent,3,609,Semi-Furnished,18933,10,9731769287,vivaanshukla@gmail.com,12-11-25
Pihu Saran,Indore,Villa,1,1253,Semi-Furnished,15366,18,9816348016,pihusaran@gmail.com,16-10-25
Aarav Dugal,Jaipur,Apartment,3,2332,Semi-Furnished,75451,14,9285375145,aaravdugal@gmail.com,26-10-25
Bhamini Dayal,Jaipur,Apartment,3,1888,Unfurnished,31985,2,9818624032,bhaminidayal@gmail.com,13-10-25
Lavanya Choudhury,Kolkata,Apartment,3,493,Semi-Furnished,17798,6,9096654339,lavanyachoudhury@gmail.com,23-11-25
Abram Bahl,Bangalore,Apartment,4,1623,Unfurnished,84291,17,9205011378,abrambahl@gmail.com,23-11-25
Prisha Dey,Kolkata,Independent,3,478,Furnished,10082,7,9077359385,prishadey@gmail.com,30-12-25
Mamooty Jani,Bangalore,Independent,5,1113,Semi-Furnished,34675,10,9419783084,mamootyjani@gmail.com,01-12-25
Jayant Lala,Pune,Apartment,1,2278,Furnished,97498,2,9724724241,jayantlala@gmail.com,03-12-25
Lakshay Magar,Bangalore,Studio,2,1483,Furnished,52783,13,9713122559,lakshaymagar@gmail.com,19-11-25
Biju Mani,Nagpur,Apartment,5,923,Furnished,12912,12,9341378523,bijumani@gmail.com,31-10-25
Navya Dugar,Hyderabad,Studio,3,684,Semi-Furnished,30105,3,9370140711,navyadugar@gmail.com,15-11-25
Nayantara Shan,Kolkata,Villa,4,593,Unfurnished,14794,19,9314635991,nayantarashan@gmail.com,23-11-25
Fateh Krishnan,Mumbai,Apartment,5,1780,Unfurnished,54975,17,9229122944,fatehkrishnan@gmail.com,14-11-25
Madhup Sur,Chennai,Independent,2,1402,Semi-Furnished,37799,15,9331740463,madhupsur@gmail.com,04-12-25
Aniruddh Cheema,Delhi,Independent,4,613,Semi-Furnished,36210,19,9750974947,aniruddhcheema@gmail.com,09-12-25
Uthkarsh Kala,Chennai,Apartment,3,2073,Unfurnished,44693,19,9906531462,uthkarshkala@gmail.com,17-12-25
Oorja Bakshi,Pune,Villa,2,560,Semi-Furnished,11634,13,9940277405,oorjabakshi@gmail.com,10-10-25
Tiya Dey,Chennai,Studio,3,2022,Furnished,51008,3,9589012350,tiyadey@gmail.com,19-11-25
Hazel Hans,Kolkata,Studio,1,624,Furnished,11902,12,9945765606,hazelhans@gmail.com,28-11-25
Anya Setty,Nagpur,Apartment,2,1039,Unfurnished,25255,12,9883235732,anyasetty@gmail.com,12-10-25
Azad Madan,Jaipur,Villa,4,1231,Unfurnished,33128,3,9975837311,azadmadan@gmail.com,07-12-25
Nehmat Sami,Indore,Studio,4,889,Unfurnished,20795,2,9999714385,nehmatsami@gmail.com,23-11-25
Arnav Karnik,Mumbai,Studio,1,1891,Furnished,73058,6,9296087561,arnavkarnik@gmail.com,15-11-25
Khushi Sathe,Mumbai,Independent,4,2424,Furnished,61618,4,9388393636,khushisathe@gmail.com,22-12-25
Ira Saini,Bangalore,Studio,5,832,Unfurnished,32327,3,9131165095,irasaini@gmail.com,02-12-25
Darshit Iyengar,Bangalore,Independent,2,640,Semi-Furnished,38707,20,9066908150,darshitiyengar@gmail.com,20-11-25
Vihaan Ramanathan,Kolkata,Villa,1,1411,Semi-Furnished,28780,15,9468027262,vihaanramanathan@gmail.com,27-11-25
Uthkarsh Borde,Nagpur,Studio,1,1955,Semi-Furnished,57872,14,9179774087,uthkarshborde@gmail.com,13-10-25
Mamooty Bedi,Mumbai,Villa,1,1288,Unfurnished,95357,16,9546695404,mamootybedi@gmail.com,14-10-25
Farhan Balasubramanian,Chennai,Apartment,1,1529,Furnished,79200,14,9241120952,farhanbalasubramanian@gmail.com,22-12-25
Himmat Kar,Bangalore,Apartment,5,776,Furnished,47196,15,9413730729,himmatkar@gmail.com,27-10-25
Piya Sood,Indore,Studio,4,525,Furnished,9699,15,9678489429,piyasood@gmail.com,29-12-25
Krish Kapadia,Delhi,Apartment,3,1471,Semi-Furnished,45460,5,9068622433,krishkapadia@gmail.com,25-11-25
Yashvi Kale,Delhi,Independent,5,1015,Furnished,52124,0,9084459577,yashvikale@gmail.com,03-11-25
Dhanush Balasubramanian,Indore,Studio,4,1434,Unfurnished,21906,2,9764469390,dhanushbalasubramanian@gmail.com,23-11-25
Prerak Bera,Chennai,Studio,3,2383,Unfurnished,105533,6,9087382108,prerakbera@gmail.com,02-12-25
Emir Sule,Hyderabad,Independent,1,1233,Furnished,32555,12,9720209250,emirsule@gmail.com,16-10-25
Pihu Krishnamurthy,Jaipur,Apartment,4,771,Furnished,15545,2,9154083015,pihukrishnamurthy@gmail.com,21-11-25
Indranil Mahajan,Pune,Apartment,4,1008,Semi-Furnished,47816,18,9031089355,indranilmahajan@gmail.com,05-11-25
Adira Bawa,Nagpur,Apartment,5,1826,Semi-Furnished,63736,20,9187518101,adirabawa@gmail.com,28-12-25
Miraan Kapadia,Pune,Apartment,3,1594,Unfurnished,36114,14,9623298307,miraankapadia@gmail.com,01-12-25
Lavanya Balay,Kolkata,Studio,3,785,Semi-Furnished,25857,10,9517154111,lavanyabalay@gmail.com,05-12-25
Trisha Raval,Mumbai,Villa,3,1688,Unfurnished,114049,4,9543878798,trisharaval@gmail.com,30-10-25
Baiju Choudhary,Jaipur,Apartment,5,1829,Unfurnished,56494,5,9054348153,baijuchoudhary@gmail.com,12-11-25
Lakshit Karnik,Chennai,Villa,3,2133,Unfurnished,73001,18,9851286745,lakshitkarnik@gmail.com,15-10-25
Divit Bera,Jaipur,Studio,5,2266,Semi-Furnished,62783,0,9346814952,divitbera@gmail.com,17-10-25
Ojas Ghose,Hyderabad,Villa,3,931,Semi-Furnished,19138,16,9811822442,ojasghose@gmail.com,31-10-25
Neelofar Kata,Mumbai,Villa,4,879,Furnished,30162,9,9697440646,neelofarkata@gmail.com,11-12-25
Myra Uppal,Bangalore,Independent,1,920,Unfurnished,39872,16,9570631551,myrauppal@gmail.com,28-10-25
Anika Warrior,Mumbai,Apartment,5,1751,Unfurnished,97320,1,9084544300,anikawarrior@gmail.com,17-11-25
Mannat Chaudhuri,Chennai,Apartment,1,1490,Unfurnished,54103,18,9730604964,mannatchaudhuri@gmail.com,15-11-25
Amira Bhakta,Kolkata,Apartment,4,1702,Semi-Furnished,55027,19,9714394737,amirabhakta@gmail.com,28-11-25
Hiran Boase,Jaipur,Villa,5,1032,Furnished,24355,0,9877957929,hiranboase@gmail.com,13-10-25
Dishani Sarna,Indore,Apartment,1,1551,Unfurnished,38509,5,9219121628,dishanisarna@gmail.com,09-10-25
Parinaaz Mahajan,Delhi,Studio,1,805,Unfurnished,44573,5,9796521509,parinaazmahajan@gmail.com,13-11-25
Ojas Vohra,Bangalore,Villa,3,1254,Semi-Furnished,49279,0,9156736739,ojasvohra@gmail.com,21-12-25
Nirvaan Raval,Kolkata,Studio,5,623,Unfurnished,22007,18,9654195924,nirvaanraval@gmail.com,18-10-25
Arhaan Dewan,Bangalore,Studio,5,1890,Semi-Furnished,83772,5,9175036161,arhaandewan@gmail.com,27-12-25
Manikya Sagar,Bangalore,Apartment,4,2221,Unfurnished,82336,17,9880241220,manikyasagar@gmail.com,28-10-25
Mohanlal Thaker,Nagpur,Studio,1,2495,Semi-Furnished,80108,15,9134999895,mohanlalthaker@gmail.com,15-11-25
Devansh Kannan,Chennai,Villa,1,1524,Unfurnished,48850,9,9335072663,devanshkannan@gmail.com,22-12-25
Vardaniya Dutt,Jaipur,Villa,4,845,Unfurnished,18599,15,9154582876,vardaniyadutt@gmail.com,17-12-25
Saksham Tata,Hyderabad,Apartment,4,2079,Unfurnished,88801,0,9561176493,sakshamtata@gmail.com,16-10-25
Zara Mall,Jaipur,Apartment,5,2064,Unfurnished,53377,11,9542840315,zaramall@gmail.com,19-12-25
Vritika Badami,Pune,Villa,3,482,Unfurnished,11095,7,9384915813,vritikabadami@gmail.com,07-10-25
Nitya Agrawal,Indore,Villa,4,2015,Unfurnished,57289,18,9587505122,nityaagrawal@gmail.com,16-12-25
Anahita Goyal,Chennai,Villa,5,495,Furnished,14249,4,9859079882,anahitagoyal@gmail.com,27-12-25
Myra Dar,Hyderabad,Apartment,3,648,Semi-Furnished,19666,18,9821908509,myradar@gmail.com,05-10-25
Aarush Ranganathan,Pune,Apartment,1,2206,Semi-Furnished,89217,17,9245397346,aarushranganathan@gmail.com,17-12-25
Saksham Kant,Indore,Apartment,3,1857,Semi-Furnished,50141,18,9936633509,sakshamkant@gmail.com,04-11-25
Vaibhav Balakrishnan,Jaipur,Apartment,4,959,Furnished,31148,19,9139648191,vaibhavbalakrishnan@gmail.com,30-11-25
Indrajit Sampath,Indore,Apartment,4,502,Furnished,15815,11,9028861296,indrajitsampath@gmail.com,24-10-25
Rhea Saha,Nagpur,Independent,5,2019,Furnished,29618,18,9825672124,rheasaha@gmail.com,20-12-25
Divit Gala,Mumbai,Villa,2,2431,Unfurnished,122595,5,9021843075,divitgala@gmail.com,21-11-25
Yuvraj  Ram,Bangalore,Apartment,1,2306,Furnished,143093,12,9942408285,yuvrajram@gmail.com,24-12-25
Rati Rama,Jaipur,Independent,1,2261,Furnished,40806,3,9269638278,ratirama@gmail.com,30-10-25
Nirvi Bhardwaj,Chennai,Studio,1,755,Unfurnished,26617,2,9469966403,nirvibhardwaj@gmail.com,19-11-25
Himmat Chokshi,Nagpur,Villa,4,461,Furnished,14636,13,9807846218,himmatchokshi@gmail.com,20-11-25
Yakshit Shan,Bangalore,Apartment,5,1581,Unfurnished,96452,6,9375770875,yakshitshan@gmail.com,27-10-25
Tara Tank,Hyderabad,Apartment,2,1992,Unfurnished,66944,4,9982940616,taratank@gmail.com,20-10-25
Tara Shenoy,Pune,Independent,3,1258,Unfurnished,59033,20,9942864783,tarashenoy@gmail.com,15-11-25
Umang Vaidya,Pune,Independent,5,614,Furnished,17482,19,9253675635,umangvaidya@gmail.com,13-10-25
Gokul Roy,Jaipur,Villa,4,1122,Furnished,18158,5,9101332228,gokulroy@gmail.com,17-10-25
Ela Edwin,Hyderabad,Studio,3,713,Furnished,28367,12,9103408427,elaedwin@gmail.com,22-11-25
Shray Kapadia,Pune,Apartment,4,1136,Semi-Furnished,30478,1,9394891214,shraykapadia@gmail.com,15-10-25
Samarth Sane,Mumbai,Independent,3,2040,Semi-Furnished,124113,2,9713217436,samarthsane@gmail.com,14-12-25
Navya Sant,Chennai,Villa,5,1565,Unfurnished,40076,15,9556028518,navyasant@gmail.com,28-12-25
Jayant Sarkar,Chennai,Independent,2,408,Furnished,19018,0,9037347128,jayantsarkar@gmail.com,10-12-25
Neelofar Bora,Pune,Apartment,2,509,Unfurnished,20952,18,9617577871,neelofarbora@gmail.com,25-12-25
Kabir Baral,Hyderabad,Apartment,5,1530,Semi-Furnished,55059,4,9069623500,kabirbaral@gmail.com,19-12-25
Nayantara Dora,Pune,Villa,2,2083,Semi-Furnished,64114,2,9544822702,nayantaradora@gmail.com,18-10-25
Charvi Sarin,Nagpur,Studio,3,654,Unfurnished,15882,20,9242149076,charvisarin@gmail.com,14-10-25
Lakshit Karnik,Kolkata,Villa,4,1351,Unfurnished,50577,10,9088474385,lakshitkarnik@gmail.com,27-10-25
Shalv Shukla,Nagpur,Villa,5,2114,Unfurnished,27376,3,9241645903,shalvshukla@gmail.com,11-10-25
Kavya Tiwari,Jaipur,Villa,3,514,Furnished,12394,10,9579484356,kavyatiwari@gmail.com,16-12-25
Heer Sane,Jaipur,Independent,4,798,Unfurnished,21256,17,9231611658,heersane@gmail.com,02-12-25
Gokul Dora,Mumbai,Independent,2,2246,Semi-Furnished,99430,18,9597801362,gokuldora@gmail.com,02-11-25
Abram Sarkar,Jaipur,Villa,4,1971,Unfurnished,51104,15,9434389426,abramsarkar@gmail.com,17-10-25
Heer Cheema,Jaipur,Studio,5,1556,Unfurnished,37688,8,9427955352,heercheema@gmail.com,12-11-25
Anika Shankar,Mumbai,Studio,4,1276,Semi-Furnished,38892,17,9516363345,anikashankar@gmail.com,05-12-25
Yashvi Kannan,Kolkata,Apartment,5,2073,Unfurnished,69136,10,9961895361,yashvikannan@gmail.com,24-12-25
Lagan Manda,Hyderabad,Apartment,1,1340,Unfurnished,53421,17,9890706472,laganmanda@gmail.com,14-10-25
Sumer Dhillon,Kolkata,Studio,1,1324,Unfurnished,29905,8,9233670277,sumerdhillon@gmail.com,15-12-25
Shalv Chaudhari,Bangalore,Villa,1,1720,Unfurnished,106345,6,9916600845,shalvchaudhari@gmail.com,20-11-25
Ritvik Swaminathan,Delhi,Villa,2,1724,Semi-Furnished,62222,16,9911468537,ritvikswaminathan@gmail.com,12-11-25
Vardaniya Tiwari,Hyderabad,Independent,4,2039,Furnished,50288,2,9509537745,vardaniyatiwari@gmail.com,15-12-25
Lakshit Chaudhry,Indore,Apartment,1,2152,Furnished,47205,2,9233445114,lakshitchaudhry@gmail.com,06-10-25
Saira Dubey,Jaipur,Studio,5,1251,Semi-Furnished,34497,18,9655830986,sairadubey@gmail.com,14-10-25
Lakshit Dhar,Bangalore,Villa,4,1704,Unfurnished,65945,7,9539750119,lakshitdhar@gmail.com,09-12-25
Neysa Sawhney,Jaipur,Independent,5,1720,Unfurnished,54118,18,9754446388,neysasawhney@gmail.com,29-11-25
Kismat Varty,Pune,Villa,2,2114,Furnished,52236,17,9229117362,kismatvarty@gmail.com,20-12-25
Nakul Apte,Bangalore,Independent,3,1524,Furnished,82044,7,9821877398,nakulapte@gmail.com,18-11-25
Lagan Chada,Pune,Apartment,1,1302,Unfurnished,56602,6,9085854948,laganchada@gmail.com,07-11-25
Pari Doshi,Jaipur,Apartment,5,1789,Semi-Furnished,43217,5,9098184783,paridoshi@gmail.com,31-10-25
Trisha Date,Kolkata,Independent,5,1918,Semi-Furnished,29828,13,9841713010,trishadate@gmail.com,10-10-25
Aradhya Rau,Delhi,Studio,3,1399,Semi-Furnished,65817,17,9868019206,aradhyarau@gmail.com,29-11-25
Sara Bahri,Nagpur,Apartment,5,2411,Semi-Furnished,72354,10,9042392580,sarabahri@gmail.com,19-11-25
Devansh Choudhry,Pune,Independent,4,592,Unfurnished,24230,16,9029782373,devanshchoudhry@gmail.com,25-11-25
Zeeshan Bhat,Kolkata,Villa,5,803,Furnished,26077,5,9912069877,zeeshanbhat@gmail.com,05-10-25
Jayan Bansal,Nagpur,Villa,2,1122,Unfurnished,36274,2,9736015137,jayanbansal@gmail.com,20-12-25
Nakul Bumb,Bangalore,Villa,2,1963,Semi-Furnished,73780,20,9482769359,nakulbumb@gmail.com,05-10-25
Kartik Ghose,Chennai,Studio,4,987,Furnished,23827,12,9619729246,kartikghose@gmail.com,17-12-25
Purab Keer,Kolkata,Apartment,1,2271,Unfurnished,51213,5,9173961188,purabkeer@gmail.com,13-11-25
Chirag Dewan,Pune,Studio,1,831,Furnished,37455,2,9939501490,chiragdewan@gmail.com,07-12-25
Shlok Agarwal,Kolkata,Apartment,1,1626,Unfurnished,24775,8,9137784035,shlokagarwal@gmail.com,17-12-25
Ahana  Garg,Bangalore,Independent,3,1815,Semi-Furnished,100665,6,9641043968,ahanagarg@gmail.com,09-10-25
Hunar Golla,Jaipur,Apartment,2,1117,Unfurnished,23150,20,9424451684,hunargolla@gmail.com,07-12-25
Zain Grewal,Chennai,Villa,1,2272,Unfurnished,57223,16,9905171583,zaingrewal@gmail.com,15-10-25
Ivana Gandhi,Chennai,Studio,3,2395,Semi-Furnished,88800,4,9143506510,ivanagandhi@gmail.com,08-11-25
Samiha Bali,Mumbai,Independent,4,696,Furnished,28407,6,9345712297,samihabali@gmail.com,19-10-25
Kashvi Sarraf,Delhi,Independent,3,2014,Furnished,112632,0,9043365605,kashvisarraf@gmail.com,09-10-25
Kiaan Biswas,Jaipur,Independent,2,2243,Semi-Furnished,50631,9,9503044218,kiaanbiswas@gmail.com,26-10-25
Hridaan Gour,Bangalore,Villa,2,1480,Semi-Furnished,78970,11,9659043432,hridaangour@gmail.com,20-10-25
Divyansh Karpe,Pune,Independent,4,2488,Furnished,96915,20,9687550934,divyanshkarpe@gmail.com,26-12-25
Jivika Toor,Chennai,Apartment,3,514,Furnished,12338,20,9371858304,jivikatoor@gmail.com,17-10-25
Nitara Manne,Indore,Apartment,1,494,Unfurnished,6433,7,9713803843,nitaramanne@gmail.com,05-10-25
Alia Balan,Jaipur,Studio,4,2323,Unfurnished,48200,17,9924767429,aliabalan@gmail.com,02-12-25
Shalv Ranganathan,Indore,Apartment,1,1749,Semi-Furnished,31725,15,9276511663,shalvranganathan@gmail.com,09-12-25
Drishya Subramanian,Indore,Studio,3,1196,Unfurnished,16738,5,9270193086,drishyasubramanian@gmail.com,15-12-25
Ojas Sachdeva,Pune,Independent,4,1938,Unfurnished,58534,9,9020941102,ojassachdeva@gmail.com,16-10-25
Anahi Dara,Chennai,Independent,1,475,Semi-Furnished,23956,4,9824856662,anahidara@gmail.com,13-11-25
Khushi Dash,Pune,Independent,5,2239,Furnished,92896,17,9441469390,khushidash@gmail.com,08-10-25
Keya Khare,Kolkata,Villa,1,909,Semi-Furnished,25325,1,9534070332,keyakhare@gmail.com,23-12-25
Rhea Arya,Delhi,Apartment,3,893,Unfurnished,31727,18,9762768699,rheaarya@gmail.com,13-11-25
Ehsaan Khare,Delhi,Independent,5,1057,Furnished,47631,13,9926570266,ehsaankhare@gmail.com,10-12-25
Farhan Upadhyay,Hyderabad,Independent,3,1119,Unfurnished,41212,9,9920611964,farhanupadhyay@gmail.com,05-10-25
Parinaaz Mandal,Kolkata,Villa,1,1389,Furnished,29623,0,9463688118,parinaazmandal@gmail.com,15-11-25
Dhruv Keer,Nagpur,Independent,4,1073,Furnished,26696,9,9637848624,dhruvkeer@gmail.com,22-10-25
Nitya Basak,Chennai,Apartment,4,1985,Unfurnished,38138,15,9884305880,nityabasak@gmail.com,25-11-25
Taran Deo,Indore,Apartment,3,1342,Unfurnished,19633,16,9882846598,tarandeo@gmail.com,08-10-25
Indranil Sawhney,Delhi,Apartment,2,2493,Semi-Furnished,124431,12,9534004012,indranilsawhney@gmail.com,11-10-25
Aniruddh Badal,Delhi,Apartment,2,1037,Unfurnished,51080,11,9721857883,aniruddhbadal@gmail.com,26-12-25
Neelofar Sandal,Bangalore,Independent,1,2325,Furnished,97704,13,9193223808,neelofarsandal@gmail.com,07-11-25
Samaira Setty,Nagpur,Apartment,4,1126,Furnished,30767,7,9694399137,samairasetty@gmail.com,02-11-25
Aaina Solanki,Kolkata,Apartment,4,2144,Semi-Furnished,52305,14,9082174407,aainasolanki@gmail.com,26-10-25
Shaan Sawhney,Chennai,Studio,5,2210,Unfurnished,65264,10,9708933079,shaansawhney@gmail.com,21-11-25
Zara Dixit,Jaipur,Villa,1,1682,Semi-Furnished,24938,12,9098443031,zaradixit@gmail.com,30-10-25
Vihaan Ram,Bangalore,Villa,5,716,Unfurnished,39377,2,9485278321,vihaanram@gmail.com,06-11-25
Jayesh Samra,Indore,Apartment,5,1097,Semi-Furnished,37729,6,9786181388,jayeshsamra@gmail.com,14-11-25
Devansh Salvi,Nagpur,Villa,5,985,Semi-Furnished,16784,5,9486555707,devanshsalvi@gmail.com,05-12-25
Tushar Barad,Chennai,Apartment,5,1419,Semi-Furnished,50401,11,9564015059,tusharbarad@gmail.com,14-12-25
Divij Dara,Indore,Studio,2,1336,Unfurnished,26980,3,9554320961,divijdara@gmail.com,30-10-25
Kartik Kalla,Bangalore,Villa,5,1055,Furnished,25227,0,9490639637,kartikkalla@gmail.com,14-11-25
Kiaan Mangat,Kolkata,Independent,5,2164,Unfurnished,55448,7,9172085757,kiaanmangat@gmail.com,19-12-25
Bhamini Gopal,Mumbai,Studio,1,859,Furnished,35962,1,9029681053,bhaminigopal@gmail.com,23-10-25
Ryan Kamdar,Bangalore,Studio,1,2296,Furnished,55244,4,9499677988,ryankamdar@gmail.com,07-10-25
Raunak Mallick,Jaipur,Studio,5,1024,Semi-Furnished,37890,5,9162322323,raunakmallick@gmail.com,18-11-25
Biju Dave,Hyderabad,Independent,2,414,Unfurnished,16751,13,9872444918,bijudave@gmail.com,10-11-25
Yuvaan Bumb,Hyderabad,Villa,5,2183,Unfurnished,82888,14,9228799873,yuvaanbumb@gmail.com,31-12-25
Akarsh Ghose,Pune,Independent,4,2172,Furnished,87307,0,9708492959,akarshghose@gmail.com,04-10-25
Mahika Dixit,Chennai,Apartment,5,1628,Semi-Furnished,65101,16,9131102849,mahikadixit@gmail.com,24-10-25
Neelofar Char,Chennai,Apartment,3,1148,Semi-Furnished,61633,2,9750691395,neelofarchar@gmail.com,07-12-25
Reyansh Bir,Hyderabad,Apartment,5,698,Unfurnished,16484,9,9445894155,reyanshbir@gmail.com,06-12-25
Pari Verma,Nagpur,Apartment,5,1916,Semi-Furnished,40164,4,9383572349,pariverma@gmail.com,01-12-25
Shayak Devan,Mumbai,Studio,1,2123,Semi-Furnished,58998,16,9990967658,shayakdevan@gmail.com,17-12-25
Samiha Ram,Hyderabad,Villa,3,471,Semi-Furnished,19540,11,9365807527,samiharam@gmail.com,10-12-25
Ivana Dugar,Indore,Villa,1,2472,Semi-Furnished,54813,1,9785601208,ivanadugar@gmail.com,15-12-25
Hazel Comar,Pune,Villa,1,1700,Unfurnished,84195,1,9384269277,hazelcomar@gmail.com,25-10-25
Madhav Shah,Indore,Villa,5,1002,Unfurnished,29320,17,9577085639,madhavshah@gmail.com,04-12-25
Mamooty Ray,Hyderabad,Independent,4,2205,Semi-Furnished,94925,3,9889476796,mamootyray@gmail.com,14-12-25
Mohanlal Raj,Hyderabad,Independent,4,519,Semi-Furnished,22365,5,9694928512,mohanlalraj@gmail.com,11-11-25
Tiya Dey,Nagpur,Independent,3,992,Unfurnished,15036,2,9670081271,tiyadey@gmail.com,05-12-25
Dishani Sridhar,Indore,Apartment,3,1947,Furnished,66659,4,9304079461,dishanisridhar@gmail.com,30-12-25
Lavanya Saraf,Delhi,Villa,5,1572,Unfurnished,55059,14,9568165634,lavanyasaraf@gmail.com,18-10-25
Tarini Lal,Jaipur,Studio,5,1242,Furnished,49388,17,9824791030,tarinilal@gmail.com,19-10-25
Arhaan Mani,Chennai,Studio,5,764,Furnished,26609,15,9799166059,arhaanmani@gmail.com,10-10-25
Yasmin Choudhury,Bangalore,Apartment,3,765,Furnished,44328,5,9853319037,yasminchoudhury@gmail.com,31-12-25
Samiha Sabharwal,Kolkata,Apartment,5,2140,Semi-Furnished,69374,5,9182191720,samihasabharwal@gmail.com,12-12-25
Biju Ahluwalia,Pune,Apartment,5,1635,Unfurnished,43730,14,9119595329,bijuahluwalia@gmail.com,03-12-25
Advik Shan,Hyderabad,Independent,5,824,Semi-Furnished,27785,12,9741261153,advikshan@gmail.com,23-10-25
Shalv Chander,Nagpur,Independent,3,1608,Furnished,48055,8,9627184820,shalvchander@gmail.com,18-12-25
Gokul Bhatti,Kolkata,Villa,2,1649,Semi-Furnished,66715,15,9080325498,gokulbhatti@gmail.com,17-12-25
Mohanlal Raval,Chennai,Studio,1,2134,Furnished,112401,0,9932997040,mohanlalraval@gmail.com,02-12-25
Anaya Vala,Nagpur,Studio,1,1614,Furnished,57171,17,9718042939,anayavala@gmail.com,06-12-25
Dhruv Viswanathan,Hyderabad,Apartment,2,871,Semi-Furnished,14743,19,9482600667,dhruvviswanathan@gmail.com,23-11-25
